location,family,subfamily,genus,species,subspecies,original entry,source,calibration,FO_LO,...11,...12,age,pal_lat
Central Italy,Comparodiniaceae,all,Valvaeodinium,hirsutum,NA,100% tenuicostatum,"Bucefalo Palliani and Riding, 2003",1 in amm_b_Dactylioceras tenuicostatum,LO,NA,NA,183.16,28.3268
Central Italy,Comparodiniaceae,all,Valvaeodinium,punctatum,NA,100% tenuicostatum,"Bucefalo Palliani and Riding, 2003",1 in amm_b_Dactylioceras tenuicostatum,LO,NA,NA,183.16,28.3268
Central Italy,Comparodiniaceae,all,Valvaeodinium,scalatum,NA,100% tenuicostatum,"Bucefalo Palliani and Riding, 2003",1 in amm_b_Dactylioceras tenuicostatum,LO,NA,NA,183.16,28.3268
Hungary,Comparodiniaceae,all,Valvaeodinium,punctatum,NA,100% tenuicostatum,"Bucefalo Palliani and Riding, 2003",1 in amm_b_Dactylioceras tenuicostatum,LO,NA,NA,183.16,34.0532
Greece,Comparodiniaceae,all,Valvaeodinium,hirsutum,NA,100% tenuicostatum,"Bucefalo Palliani and Riding, 2003",1 in amm_b_Dactylioceras tenuicostatum,LO,NA,NA,183.16,28.848
Greece,Comparodiniaceae,all,Valvaeodinium,scalatum,NA,100% tenuicostatum,"Bucefalo Palliani and Riding, 2003",1 in amm_b_Dactylioceras tenuicostatum,LO,NA,NA,183.16,28.848
Arctic Basin,Comparodiniaceae,all,Valvaeodinium,aquilonium,NA,0% serpentinum,"Bujak et al., 2022",0 in amm_b_Harpoceras serpentinum,FO,NA,NA,183.16,72.5628
Kong Karls Land,Order Gonyaulacales Family uncertain,uncertain,Cleistosphaeridium,polytrichum,NA,50% between 0% lamberti and 100% mariae,"Smelror, 1988b",0.5 between 0 amm_b_Quenstedtoceras lamberti 1 amm_b_Quenstedtoceras mariae,LO,NA,NA,161.055,63.19955
403-406,Gonyaulacaceae,Leptodinioideae,Eatonicysta,ursulae,NA,403_39X,"Costa and Downie, 1979",0.5 in nan_n_NP10,LO,NA,NA,55.04653,44.81075513
403-406,Gonyaulacaceae,Leptodinioideae,Eatonicysta,ursulae,NA,403_40X,"Costa and Downie, 1979",0.2 in nan_n_NP10,FO,NA,NA,55.619212,44.78927955
555,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,pulcherrimum,NA,0% in NP10,"Brown and Downie, 1984",0 in nan_n_NP10,LO,NA,NA,56.001,45.19995
555,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,complex,NA,0% NP10,"Brown and Downie, 1984",0 in nan_n_NP10,LO,NA,NA,56.001,45.19995
555,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,pulcherrimum,NA,0% NP10,"Brown and Downie, 1984",0 in nan_n_NP10,FO,NA,NA,56.001,45.19995
Arctic Basin,Gonyaulacaceae,other,Wrevittia,helicoidea,NA,0% baylei,"Bujak et al., 2022",0 in amm_b_Pictonia baylei,FO,NA,NA,154.78,70.4088
Quercy2,Mancodiniaceae,all,Mancodinium,semitabulatum,NA,50% margaritatus,"Bucefalo Palliani and Riding, 1997b",0.5 in amm_b_Amaltheus margaritatus,FO,NA,NA,186.8,35.272
Schandelah,Mancodiniaceae,all,Luehndea,spinosa,NA,20% margaritatus,"vd Schootbrugge et al., 2019b",0.2 in amm_b_Amaltheus margaritatus,FO,NA,NA,187.52,45.4312
Yorkshire,Mancodiniaceae,all,Luehndea,spinosa,NA,0% margaritatus,"Bucefalo Palliani and Riding, 2003",0 in amm_b_Amaltheus margaritatus,FO,NA,NA,188,42.06
Kong Karls Land,Order Gonyaulacales Family uncertain,uncertain,Ellipsoidictyum,cintum,NA,50% between 0% lamberti and 100% mariae,"Smelror, 1988b",0.5 between 0 amm_b_Quenstedtoceras lamberti 1 amm_b_Quenstedtoceras mariae,LO,NA,NA,161.055,63.19955
southern France,Nannoceratopsiaceae,all,Nannoceratopsis,globiformis,NA,100% tenuicostatum,"Bucefalo Palliani and Riding, 2003",1 in amm_b_Dactylioceras tenuicostatum,LO,NA,NA,183.16,34.9428
southern France,Nannoceratopsiaceae,all,Nannoceratopsis,magnicornis,NA,100% tenuicostatum,"Bucefalo Palliani and Riding, 2003",1 in amm_b_Dactylioceras tenuicostatum,LO,NA,NA,183.16,34.9428
Quercy2,Scriniocassiaceae,all,Scriniocassis,weberi,NA,75% in thouarsense,"Bucefalo Palliani and Riding, 1997b",0.75 in amm_t_Grammoceras thouarsense,FO,NA,NA,177.8075,31.85295
Kong Karls Land,Order Gonyaulacales Family uncertain,uncertain,Valensiella,dictydia,NA,50% between 0% lamberti and 100% mariae,"Smelror, 1988b",0.5 between 0 amm_b_Quenstedtoceras lamberti 1 amm_b_Quenstedtoceras mariae,FO,NA,NA,161.055,63.19955
nw Australia compilation,Order Gonyaulacales Family uncertain,uncertain,Cassiculosphaeridia,solida,NA,10% in oxfordian,"Riding and Helby, 2001f",0.1 in stage_Oxfordian,FO,NA,NA,160.855,-37.92305
Cabo Mondego,Gonyaulacaceae,other,Chytroeisphaeridia,chytroeides,NA,50% parkinsoni,"Correia et al., 2019",0.5 in amm_t_Parkinsonia parkinsoni,FO,NA,NA,168.445,26.63325
Suvlu,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,complex,NA,0% NP10,"King et al., 2018",0 in nan_n_NP10,FO,NA,NA,56.001,36.63318889
North Sea Compilation,Gonyaulacaceae,Leptodinioideae,Rhynchodiniopsis,aptiana,NA,90% in NP8,"Powell, 1992",0.9 in nan_n_NP8,FO,NA,NA,57.26084,41.4465244
compilation1,Gonyaulacaceae,Leptodinioideae,Rhynchodiniopsis,aptiana,NA,40% NP8,"Powell, 1988",0.4 in nan_n_NP8,FO,NA,NA,57.44954,43.61253833
Disko,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,pulcherrimum,NA,100% NP5,"Piasecki et al., 1992",1 in nan_n_NP5,LO,NA,NA,59.35864,56.08551467
Milne Land,Order Gonyaulacales Family uncertain,uncertain,Valensiella,dictydia,NA,0% in coronatum,"Smelror, 1988a",0 in amm_b_Cardioceras cordatum,LO,NA,NA,159.66,47.301
Kong Karls Land,Order Gonyaulacales Family uncertain,uncertain,Epiplosphaera,gochtii,NA,100% mariae,"Smelror, 1988b",1 in amm_b_Quenstedtoceras mariae,LO,NA,NA,159.66,63.434
North Sea Compilation,Gonyaulacaceae,Gonyaulacoideae,Exiguisphaera,plectilis,NA,100% stolleyi,"Costa and Davey, 1992",1 in amm_b_Ancyloceras inexum / S. pingue,LO,NA,NA,121.55,41.18
Rio Argos,Gonyaulacaceae,Gonyaulacoideae,Callaiosphaeridium,asymmetricum,NA,100% sarasini,"Leereveld, 1997a",1 in amm_t_Imerites giraudi,LO,NA,NA,121.55,26.50744779
765,Gonyaulacaceae,Gonyaulacoideae,Exiguisphaera,phragma,NA,100% M1n,"Helby and McMinn, 1992",1 in mag_M1n,LO,NA,NA,121.4,-48.866
North Sea Compilation,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,ramoides,NA,100% bidentatum,"Costa and Davey, 1992",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,41.34
North Sea Compilation,Gonyaulacaceae,Cribroperidinioideae,Samlandia,chlamydophora,NA,55% in NP23,"Powell, 1992",0.55 in nan_n_NP23,LO,NA,NA,29.332315,47.0667685
North Sea Compilation,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,emslandense,NA,50% in NP23,"Powell, 1992",0.5 in nan_n_NP23,FO,NA,NA,29.57665,47.042335
647,Gonyaulacaceae,Cribroperidinioideae,Thalassiphora,pelagica,NA,50% NP23,"Head and Norris, 1989",0.5 in nan_n_NP23,LO,NA,NA,29.57665,46.17257429
1168,Gonyaulacaceae,Cribroperidinioideae,Filisphaera,microornata,NA,68X-CC,"Brinkhuis et al., 2003a",0.59 in mag_C11r,FO,NA,NA,30.22461,-53.97380043
Massignano_Monte Cagnero,Gonyaulacaceae,Cribroperidinioideae,Araneosphaera,stephanophora,NA,100% P19,"Brinkhuis and Biffi, 1993",1 in plfor_A_P19,LO,NA,NA,30.2805,36.49184233
Yorkshire,Mancodiniaceae,all,Maturodinium,inornatum,NA,0% margaritatus,"Bucefalo Palliani and Riding, 2003",0 in amm_b_Amaltheus margaritatus,FO,NA,NA,188,42.06
Milne Land,Order Gonyaulacales Family uncertain,uncertain,Atopodinium,prostatum,NA,25% in cordatum,"Smelror, 1988a",0.25 in amm_b_Cardioceras cordatum,LO,NA,NA,159.52,47.322
North Yorkshire,Nannoceratopsiaceae,all,Nannoceratopsis,magnicornis,NA,80% tenuicostatum,"Bucefalo Palliani and Riding, 2000",0.8 in amm_b_Dactylioceras tenuicostatum,LO,NA,NA,183.368,42.2736
North Sea Compilation,Pareodiniaceae,all,Aprobolocysta,neista,NA,0% regale,"Costa and Davey, 1992",0 in amm_b_Endemoceras regale,FO,NA,NA,131.81,37.3294
North Sea Compilation,Pareodiniaceae,all,Batioladinium,longicornutum,NA,0% regale,"Costa and Davey, 1992",0 in amm_b_Endemoceras regale,FO,NA,NA,131.81,37.3294
Cabo Mondego,misc,misc,Phallocysta,elongata,NA,50% concavum,"Correia et al., 2019",0.5 in amm_t_Graphoceras concavum,FO,NA,NA,171.2,27.012
Cabo Mondego,misc,misc,Phallocysta,elongata,NA,75% concavum,"Correia et al., 2019",0.75 in amm_t_Graphoceras concavum,LO,NA,NA,171.05,26.9355
959,Gonyaulacaceae,Leptodinioideae,Perisseiasphaeridium,pannosum,NA,80% selandian,"Masure et al., 1998",0.8 in stage_Selandian,FO,NA,NA,59.724,-9.9724
"Angora Road, Tawanui",Gonyaulacaceae,Leptodinioideae,Leptodinium,pustulatum,NA,35% NP5,"Crouch et al., 2014",0.35 in nan_n_NP5,FO,NA,NA,60.6039295,-49.34510257
Whitby,Scriniocassiaceae,all,Scriniocassis,priscus,NA,0% variabilis,"vd Schootbrugge et al., 2019a",0 in amm_b_Haugia variabilis,FO,NA,NA,179.82,41.692
Dorset-Yorkshire,Scriniocassiaceae,all,Scriniocassis,priscus,NA,0% in variabilis,"Woollam and Riding, 1983",0 in amm_b_Haugia variabilis,FO,NA,NA,179.82,39.2938
Q13_14,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,ramoides,NA,100% bidentatum,"Duxbury, 2001",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,47.0285
Milne Land,Order Gonyaulacales Family uncertain,uncertain,Mendicodinium,groenlandicum,NA,25% in cordatum,"Smelror, 1988a",0.25 in amm_b_Cardioceras cordatum,LO,NA,NA,159.52,47.322
Q13_14,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,voigtii,NA,100% bidentatum,"Duxbury, 2001",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,47.0285
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Avellodinium,falsificum,NA,100% bidentatum,"Heilmann-Clausen, 1987",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,44.74
1172,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,verrucosum,NA,50% C26r,"Brinkhuis et al., 2003b",0.5 in mag_C26r,LO,NA,NA,60.7575,-59.643925
Haldager 1,Pareodiniaceae,all,Batioladinium,longicornutum,NA,0% regale,"Davey, 1982",0 in amm_b_Endemoceras regale,FO,NA,NA,131.81,41.5932
Rio Argos,Pareodiniaceae,all,Aprobolocysta,trycheria,NA,75% Radiatus,"Leereveld, 1997a",0.75 in amm_t_Acanthodiscus radiatus,FO,NA,NA,131.8575,24.16127836
North Sea Compilation,Pareodiniaceae,all,Batioladinium,gochtii,NA,75% noricum,"Costa and Davey, 1992",0.75 in amm_b_Endemoceras noricum,LO,NA,NA,131.9225,37.30015
Hold With Hope,Pareodiniaceae,all,Batioladinium,longicornutum,NA,10% in Hauterivian,"Nøhr-Hansen et al., 2020",0.1 in stage_Hauterivian,FO,NA,NA,131.99,51.1627
Snøvit field,Ceratiaceae,all,Odontochitina,operculata,NA,30% in maastrichtian,"Radmacher et al., 2014a",0.3 in stage_Maastrichtian,LO,NA,NA,70.331,61.11986
959,Ceratiaceae,all,Xenascus,ghanaensis,NA,25% in maastrichtian,"Masure et al., 1998",0.25 in stage_Maastrichtian,LO,NA,NA,70.6375,-9.149
913,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,giuseppei,NA,25% C11r,"Firth, 1996",0.25 in mag_C11r,LO,NA,NA,30.43575,67.6910625
U1356A,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,bullatum,NA,75% C12n,"Bijl et al., 2018",0.75 in mag_C12n,LO,NA,NA,30.6875,-58.23125
1168,Gonyaulacaceae,Cribroperidinioideae,Samlandia,chlamydophora,NA,75X-CC,"Brinkhuis et al., 2003a",0.5 in mag_C12n,LO,NA,NA,30.784,-54.1576
1172,Areoligeraceae,all,Schematophora,speciosa,NA,50% C16n,"Bijl et al., 2013",0.5 in mag_C16n,FO,NA,NA,35.9655,-56.629995
North Sea Compilation,Pareodiniaceae,all,Gochteodinia,villosa,multifurcata,0% noricum,"Costa and Davey, 1992",0 in amm_b_Endemoceras noricum,LO,NA,NA,132.26,37.2124
Speeton,Pareodiniaceae,all,Gochteodinia,villosa,NA,50% amblygonium,"Davey, 2001",0.5 in amm_b_Endemoceras amblygonium,LO,NA,NA,132.43,38.414
Central Danish Trough,Pareodiniaceae,all,Batioladinium,longicornutum,NA,50% amblygonium,"Heilmann-Clausen, 1987",0.5 in amm_b_Endemoceras amblygonium,FO,NA,NA,132.43,40.5439
Scotian Margin,Pareodiniaceae,all,Gochteodinia,villosa,NA,0% hauterivian,"Williams et al., 1993",0 in stage_Hauterivian,LO,NA,NA,132.6,33.984
Haldager 1,Pareodiniaceae,all,Batioladinium,varigranosum,NA,100% bidichotomites,"Davey, 1982",1 in amm_b_Stolcoceras tuberculatum,FO,NA,NA,132.75,41.33
Haldager 1,Pareodiniaceae,all,Batioladinium,gochtii,NA,0% tuberculata,"Davey, 1982",0 in amm_b_Stolcoceras tuberculatum,LO,NA,NA,133.09,41.2348
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,ramoides,NA,100% bidentatum,"Heilmann-Clausen, 1987",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,44.74
361,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,tenuiceras,NA,47R,"Davey, 1978",0.2 in nan_c_NC6b,FO,NA,NA,120.2905012,-41.39031663
361,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,cingulatus,NA,47R,"Davey, 1978",0.2 in nan_c_NC6b,FO,NA,NA,120.2905012,-41.39031663
361,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,ramosus,granosus,43R,"Davey, 1978",0.45 in nan_c_NC6b,FO,NA,NA,120.0126414,-41.39957862
913,Areoligeraceae,all,Glaphyrocysta,semitecta,NA,50% C16n,"Firth, 1996",0.5 in mag_C16n,LO,NA,NA,35.9655,66.308625
1168,Areoligeraceae,all,Schematophora,speciosa,NA,50% C16n.2n,"Brinkhuis et al., 2003a",0.5 in mag_C16n.2n,FO,NA,NA,36.0625,-55.89196429
Speeton,Pareodiniaceae,all,Gochteodinia,villosa,multifurcata,0% tuberculatum,"Davey, 2001",0 in amm_b_Stolcoceras tuberculatum,LO,NA,NA,133.09,38.282
Broyon,Pareodiniaceae,all,Batioladinium,longicornutum,NA,50% trinodosum,"Monteil, 1992",0.5 in amm_t_Neocomites peregrinus,FO,NA,NA,133.82,28.46775
U1509,Gonyaulacaceae,Leptodinioideae,Leptodinium,pustulatum,NA,0% in NP5,"Crouch et al., 2022",0 in nan_n_NP5,FO,NA,NA,61.27447,-48.737235
Mudurnu Basin,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,saghirum,NA,33% in P1b,"Açikalin et al., 2015",0.33 in plfor_B_P1b,LO,NA,NA,64.777308,30.4
Vega,Order Gonyaulacales Family uncertain,uncertain,Atopodinium,prostatum,NA,50% in cordatum,"Århus et al., 1989",0.5 in amm_b_Cardioceras cordatum,FO,NA,NA,159.38,49.8465
Milne Land,Order Gonyaulacales Family uncertain,uncertain,Batiacasphaera,laevigata,NA,50% in cordatum,"Smelror, 1988a",0.5 in amm_b_Cardioceras cordatum,LO,NA,NA,159.38,47.343
Milne Land,Order Gonyaulacales Family uncertain,uncertain,Chlamydophorella,ectotabulata,NA,50% in Cordatum,"Smelror, 1988a",0.5 in amm_b_Cardioceras cordatum,LO,NA,NA,159.38,47.343
Kong Karls Land,Order Gonyaulacales Family uncertain,uncertain,Mendicodinium,groenlandicum,NA,25% between 0% cordatum and 100% densiplicatum,"Smelror, 1988b",0.25 between 0 amm_b_Cardioceras cordatum 1 amm_b_Perisphinctes plicatilis,LO,NA,NA,159.3325,63.46675
Scotian Margin,Areoligeraceae,all,Glaphyrocysta,extensa,NA,50% between NP17/18 and NP21/22,"Fensome et al., 2008",0.5 between 0 nan_n_NP17 1 nan_n_NP21,LO,NA,NA,36.0734,35.606788
Scotian Margin,Areoligeraceae,all,Glaphyrocysta,retiintexta,NA,50% between NP17/18 and NP21/22,"Fensome et al., 2008",0.5 between 0 nan_n_NP17 1 nan_n_NP21,LO,NA,NA,36.0734,35.606788
Scotian Margin,Areoligeraceae,all,Schematophora,speciosa,NA,50% between NP17/18 and NP21/22,"Fensome et al., 2008",0.5 between 0 nan_n_NP17 1 nan_n_NP21,LO,NA,NA,36.0734,35.606788
338,Peridiniaceae,Deflandreoideae,Cerodinium,depressum,NA,25% C19r,"Eldrett and Harding, 2009",0.25 in mag_C19r,LO,NA,NA,41.942,59.95914
643,Peridiniaceae,Deflandreoideae,Svalbardella,cooksoniae,NA,20% C19r,"Eldrett et al., 2004",0.2 in mag_C19r,FO,NA,NA,41.9928,59.642376
Crimea,Peridiniaceae,Deflandreoideae,Svalbardella,cooksoniae,NA,0% in CNE14,"Vasilyeva and Musatov, 2022",0 in nan_a_CNE14,FO,NA,NA,42.03344,41.2459552
913,Peridiniaceae,Deflandreoideae,Lentinia,serrata,NA,0% C19r,"Firth, 1996",0 in mag_C19r,FO,NA,NA,42.196,64.33376
Scotian Margin,Peridiniaceae,Deflandreoideae,Lentinia,serrata,NA,70% in lutetian,"Williams et al., 1993",0.7 in stage_Lutetian,FO,NA,NA,43.142,34.71148
647,Peridiniaceae,Deflandreoideae,Deflandrea,leptodermata,NA,0% NP16,"Head and Norris, 1989",0 in nan_n_NP16,FO,NA,NA,43.3873,43.56488125
North Sea Compilation,Peridiniaceae,Deflandreoideae,Deflandrea,denticulata,NA,60% in P10,"Powell, 1992",0.6 in plfor_A_P10,LO,NA,NA,44.302485,44.0371551
North Sea Compilation,Peridiniaceae,Deflandreoideae,Cerodinium,wardenense,NA,35% in P10,"Powell, 1992",0.35 in plfor_A_P10,LO,NA,NA,44.48830375,43.97397673
913,Peridiniaceae,Deflandreoideae,Lentinia,wetzelii,NA,25% C20r,"Eldrett et al., 2004",0.25 in mag_C20r,LO,NA,NA,45.53875,62.73365
Scotian Margin,Peridiniaceae,Deflandreoideae,Deflandrea,eocenica,NA,75% NP15a,"Fensome et al., 2008",0.75 in nan_n_NP15a,LO,NA,NA,46.231675,34.5260995
1053,Areoligeraceae,all,Cassidium,fragile,NA,75% CP15a,"Van Mourik et al., 2001",0.45 in nan_c_CP15,FO,NA,NA,36.2715,24.359275
North Sea Compilation,Gonyaulacaceae,other,Coronifera,striolata,NA,33% quadrata,"Costa and Davey, 1992",0.33 in stage_Campanian,LO,NA,NA,79.8616,42.691696
North Sea Compilation,Gonyaulacaceae,other,Coronifera,oceanica,NA,0% gottschei,"Costa and Davey, 1992",0 in amm_b_Craspedodiscus gottschei,FO,NA,NA,128.82,38.272
North Sea Compilation,Gonyaulacaceae,other,Coronifera,striolata,NA,100% lautus,"Costa and Davey, 1992",1 in amm_b_Dimorphoplites biplicatus,FO,NA,NA,107.59,44.2964
U1356A,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,bullatum,NA,100% C12r,"Bijl et al., 2018",1 in mag_C12r,FO,NA,NA,30.977,-58.2023
Umbria-Marche,Gonyaulacaceae,Cribroperidinioideae,Samlandia,chlamydophora,NA,100% C12r,"Pross et al., 2010",1 in mag_C12r,LO,NA,NA,30.977,36.27235305
North Sea Compilation,Gonyaulacaceae,Cribroperidinioideae,Diphyes,colligerum,NA,20% in NP23,"Powell, 1992",0.2 in nan_n_NP23,LO,NA,NA,31.04266,46.843601
Rupel,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,xanthium,NA,20% in NP23,"Van Simaeys et al., 2004",0.2 in nan_n_NP23,FO,NA,NA,31.04266,45.32622333
U1356A,Gonyaulacaceae,Cribroperidinioideae,Stoveracysta,ornata,NA,90% C12r,"Bijl et al., 2018",0.9 in mag_C12r,LO,NA,NA,31.2007,-58.17993
Scotian Margin,Gonyaulacaceae,Cribroperidinioideae,Cordosphaeridium,fibrospinosum,NA,40% in rupelian,"Williams et al., 1993",0.4 in stage_Rupelian,LO,NA,NA,31.256,36.47392
959,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,loffrense,NA,80% in maastrichtian,"Masure et al., 1998",0.8 in stage_Maastrichtian,LO,NA,NA,67.266,-9.41872
Scotian Margin,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,loffrense,NA,0% NC23,"Fensome et al., 2008",0 in nan_c_NC23,LO,NA,NA,68.995,36.174375
748,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,complex,NA,80% in CC24,"Mao and Mohr, 1992",0.8 in nan_n_CC24,LO,NA,NA,70.5638,-62.223738
959,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,loffrense,NA,0% in maastrichtian,"Masure et al., 1998",0 in stage_Maastrichtian,FO,NA,NA,72.17,-9.0264
959,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,pulcherrimum,NA,100% in campanian,"Masure et al., 1998",1 in stage_Campanian,LO,NA,NA,72.17,-9.0264
Australia Synthesis,Order Gonyaulacales Family uncertain,uncertain,Dingodinium,jurassicum,NA,33% oxfordian,"Helby et al., 1987",0.33 in stage_Oxfordian,FO,NA,NA,159.3025,-52.295225
Australia Synthesis,Order Gonyaulacales Family uncertain,uncertain,Dingodinium,swanense,NA,33% oxfordian,"Helby et al., 1987",0.33 in stage_Oxfordian,FO,NA,NA,159.3025,-52.295225
North Sea Compilation,Ptychodiscaceae,Dinogymnioideae,Dinogymnium,undulosum,NA,100% Maastrichtian,"Costa and Davey, 1992",1 in stage_Maastrichtian,LO,NA,NA,66.04,41.704
Gulf of Guinea,Ptychodiscaceae,Dinogymnioideae,Dinogymnium,acuminatum,NA,100% in Maastrichtian,"Guerrero-Murcia and Helenes, 2022",1 in stage_Maastrichtian,LO,NA,NA,66.04,3.9664
Scotian Margin,Ptychodiscaceae,Dinogymnioideae,Alisogymnium,euclaense,NA,25% between NC22/23 and NP8/9,"Williams et al., 2004 sensu Fensome et al., 2008",0.25 between 0 nan_c_NC22 1 nan_n_NP8,LO,NA,NA,66.190025,35.82375312
poigny,Goniodomaceae,all,Biconidinium,reductum,NA,20%MCaE,"Pearce et al., 2022",0.4 in nan_u_UC15c,FO,NA,NA,77.244266,38.30709862
poigny,Goniodomaceae,all,Alisocysta,circumtabulata,NA,MCaE,"Pearce et al., 2022",0.5 in nan_u_UC15c,FO,NA,NA,77.16448,38.3015136
Scotian Margin,Goniodomaceae,all,Hystrichosphaeridium,salpingophorum,NA,70% in Campanian,"Williams et al., 1993",0.7 in stage_Campanian,FO,NA,NA,75.614,36.35614
North Sea Compilation,Gonyaulacaceae,other,Discorsia,nannus,NA,100% tardefurcata,"Costa and Davey, 1992",1 in amm_b_Leymeriella tardefurcata,LO,NA,NA,110.87,43.9912
North Sea Compilation,Gonyaulacaceae,other,Discorsia,nannus,NA,100% paratollia,"Costa and Davey, 1992",1 in amm_b_Paratollia/Platylenticeras,FO,NA,NA,134.55,36.617
748,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,pulcherrimum,NA,100% in CC22,"Mao and Mohr, 1992",1 in nan_n_CC22,LO,NA,NA,75.85371,-59.6316821
Isle of Skye,Order Gonyaulacales Family uncertain,uncertain,Atopodinium,haromense,NA,0% densiplicatum,"Riding and Thomas, 1997",0 in amm_b_Perisphinctes plicatilis,FO,NA,NA,159.1,39.92375
North Sea Coast,Order Gonyaulacales Family uncertain,uncertain,Atopodinium,prostatum,NA,100% cordatum,"Riley and Fenton, 1982",1 in amm_b_Cardioceras cordatum,LO,NA,NA,159.1,32.985
Dorset-Yorkshire,Order Gonyaulacales Family uncertain,uncertain,Atopodinium,prostatum,NA,100% densiplicatum,"Woollam and Riding, 1983",1 in amm_b_Perisphinctes plicatilis,LO,NA,NA,158.35,35.365
Zaragoza,Order Gonyaulacales Family uncertain,uncertain,Ellipsoidictyum,cinctum,NA,100% in bullatus,"Smelror et al., 1991",0.5 in amm_t_Perisphinctes bifurcatus,FO,NA,NA,157.25,25.74583333
Scotian Margin,Ceratiaceae,all,Odontochitina,operculata,NA,15% in Maastrichtian,"Williams et al., 1993",0.15 in stage_Maastrichtian,LO,NA,NA,71.2505,36.312505
Omsk No. 8,Ceratiaceae,all,Odontochitina,operculata,NA,100% C32n,"Lebedeva et al., 2013",1 in mag_C32n,LO,NA,NA,71.451,51.02902
959,Ceratiaceae,all,Odontochitina,porifera,NA,100% in campanian,"Masure et al., 1998",1 in stage_Campanian,LO,NA,NA,72.17,-9.0264
959,Ceratiaceae,all,Xenascus,ghanaensis,NA,0% maastrichtian,"Masure et al., 1998",0 in stage_Maastrichtian,FO,NA,NA,72.17,-9.0264
Denmark1,Peridiniaceae,other,Corculodinium,inaffectum,NA,50% Mutabilis,"Poulsen, 1992",0.5 in amm_b_Aulacostephanus mutabilis,FO,NA,NA,151.515,41.02425
Arctic Basin,Peridiniaceae,other,Corculodinium,inaffectum,NA,0% autissiodorensis,"Bujak et al., 2022",0 in amm_b_Aulacostephanus autissiodorensis,FO,NA,NA,149.63,70.4298
Isle of Wright,Gonyaulacaceae,Gonyaulacoideae,Hystrichostrogylon,stolidotum,NA,0% forbesi,"Duxbury, 1983",0 in amm_b_Deshayesites deshayesi,LO,NA,NA,119.97,39.8069
361,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,ramosus,granosus,42R,"Davey, 1978",0.5 in nan_c_NC6b,LO,NA,NA,119.9570695,-41.40674622
361,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,neptuni,NA,41R,"Davey, 1978",0.52 in nan_c_NC6b,FO,NA,NA,119.9348407,-41.41023932
361,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,microceras,NA,40R,"Davey, 1978",0.55 in nan_c_NC6b,LO,NA,NA,119.9014975,-41.41547896
nw Australia compilation,Order Gonyaulacales Family uncertain,uncertain,Atopodinium,prostatum,NA,75% in oxfordian,"Riding et al., 2010",0.75 in stage_Oxfordian,LO,NA,NA,156.4675,-40.649375
Marche,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,tiara,NA,100% in NP22,"Biffi and Manum, 1988",1 in nan_n_NP22,LO,NA,NA,32.02,36.03377872
Massignano_Monte Cagnero,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,microtriainum,NA,100% CP16c,"Brinkhuis and Biffi, 1993",1 in nan_c_CP16c,LO,NA,NA,32.02,36.05661743
647,Gonyaulacaceae,Cribroperidinioideae,Samlandia,chlamydophora,NA,100% NP22,"Head and Norris, 1989",1 in nan_n_NP22,LO,NA,NA,32.02,45.69625
